"projectID";"topic";"title"
"101040227";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040059";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039115";"ERC-2021-STG";"ERC STARTING GRANTS"
"101042855";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039348";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039531";"ERC-2021-STG";"ERC STARTING GRANTS"
"101042338";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040122";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040939";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039500";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039854";"ERC-2021-STG";"ERC STARTING GRANTS"
"101042392";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040356";"ERC-2021-STG";"ERC STARTING GRANTS"
"101042439";"ERC-2021-STG";"ERC STARTING GRANTS"
"101041453";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039446";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040800";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040858";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040051";"ERC-2021-STG";"ERC STARTING GRANTS"
"101041908";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039762";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039452";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040492";"ERC-2021-STG";"ERC STARTING GRANTS"
"101041596";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039782";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040276";"ERC-2021-STG";"ERC STARTING GRANTS"
"101041696";"ERC-2021-STG";"ERC STARTING GRANTS"
"101043219";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040759";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039734";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039592";"ERC-2021-STG";"ERC STARTING GRANTS"
"101041975";"ERC-2021-STG";"ERC STARTING GRANTS"
"101042293";"ERC-2021-STG";"ERC STARTING GRANTS"
"101041743";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040726";"ERC-2021-STG";"ERC STARTING GRANTS"
"101042884";"ERC-2021-STG";"ERC STARTING GRANTS"
"101041208";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040754";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040046";"ERC-2021-STG";"ERC STARTING GRANTS"
"101041551";"ERC-2021-STG";"ERC STARTING GRANTS"
"101041201";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040254";"ERC-2021-STG";"ERC STARTING GRANTS"
"101041064";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040534";"ERC-2021-STG";"ERC STARTING GRANTS"
"101041245";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040379";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039777";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040811";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039181";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040024";"ERC-2021-STG";"ERC STARTING GRANTS"
"101042368";"ERC-2021-STG";"ERC STARTING GRANTS"
"101042304";"ERC-2021-STG";"ERC STARTING GRANTS"
"101041334";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040823";"ERC-2021-STG";"ERC STARTING GRANTS"
"101041729";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039754";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040341";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040999";"ERC-2021-STG";"ERC STARTING GRANTS"
"101041298";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040548";"ERC-2021-STG";"ERC STARTING GRANTS"
"101041101";"ERC-2021-STG";"ERC STARTING GRANTS"
"101042537";"ERC-2021-STG";"ERC STARTING GRANTS"
"101041933";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040907";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040177";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039226";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039545";"ERC-2021-STG";"ERC STARTING GRANTS"
"101041375";"ERC-2021-STG";"ERC STARTING GRANTS"
"101042672";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039426";"ERC-2021-STG";"ERC STARTING GRANTS"
"101042244";"ERC-2021-STG";"ERC STARTING GRANTS"
"101041824";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039493";"ERC-2021-STG";"ERC STARTING GRANTS"
"101042961";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040462";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039066";"ERC-2021-STG";"ERC STARTING GRANTS"
"101041998";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039890";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039294";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039455";"ERC-2021-STG";"ERC STARTING GRANTS"
"101041246";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040600";"ERC-2021-STG";"ERC STARTING GRANTS"
"101043216";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040991";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040163";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039522";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040850";"ERC-2021-STG";"ERC STARTING GRANTS"
"101041284";"ERC-2021-STG";"ERC STARTING GRANTS"
"101041435";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039145";"ERC-2021-STG";"ERC STARTING GRANTS"
"101042625";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040529";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039795";"ERC-2021-STG";"ERC STARTING GRANTS"
"101043143";"ERC-2021-STG";"ERC STARTING GRANTS"
"101042421";"ERC-2021-STG";"ERC STARTING GRANTS"
"101041192";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040152";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040297";"ERC-2021-STG";"ERC STARTING GRANTS"
"101042052";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040996";"ERC-2021-STG";"ERC STARTING GRANTS"
"101042574";"ERC-2021-STG";"ERC STARTING GRANTS"
"101042759";"ERC-2021-STG";"ERC STARTING GRANTS"
"101042610";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040160";"ERC-2021-STG";"ERC STARTING GRANTS"
"101041231";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039296";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040624";"ERC-2021-STG";"ERC STARTING GRANTS"
"101042299";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039998";"ERC-2021-STG";"ERC STARTING GRANTS"
"101041122";"ERC-2021-STG";"ERC STARTING GRANTS"
"101041938";"ERC-2021-STG";"ERC STARTING GRANTS"
"101043068";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039421";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039844";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039928";"ERC-2021-STG";"ERC STARTING GRANTS"
"101041966";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040876";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039986";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039953";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040193";"ERC-2021-STG";"ERC STARTING GRANTS"
"101042642";"ERC-2021-STG";"ERC STARTING GRANTS"
"101041466";"ERC-2021-STG";"ERC STARTING GRANTS"
"101042112";"ERC-2021-STG";"ERC STARTING GRANTS"
"101042989";"ERC-2021-STG";"ERC STARTING GRANTS"
"101043071";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039538";"ERC-2021-STG";"ERC STARTING GRANTS"
"101041206";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040179";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039802";"ERC-2021-STG";"ERC STARTING GRANTS"
"101041475";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039794";"ERC-2021-STG";"ERC STARTING GRANTS"
"101042148";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039399";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039127";"ERC-2021-STG";"ERC STARTING GRANTS"
"101039913";"ERC-2021-STG";"ERC STARTING GRANTS"
"101040948";"ERC-2021-STG";"ERC STARTING GRANTS"
"101073394";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101075949";"HORIZON-WIDERA-2022-CONF-RI-IBA";"Presidency event - Conference on international cooperation in research and innovation"
"101054558";"ERC-2021-ADG";"ERC ADVANCED GRANTS"
"101041092";"ERC-2021-STG";"ERC STARTING GRANTS"
"101068774";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101058129";"HORIZON-INFRA-2021-TECH-01-01";"Interdisciplinary digital twins for modelling and simulating complex phenomena at the service of research infrastructure communities"
"101059483";"HORIZON-CL6-2021-BIODIV-01-11";"What else is out there? Exploring the connection between biodiversity, ecosystems services, pandemics and epidemic risk"
"101066995";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101060536";"HORIZON-CL6-2021-FARM2FORK-01-15";"Transition to healthy and sustainable dietary behaviour"
"101059012";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101057882";"HORIZON-HLTH-2021-DISEASE-04-03";"Innovative approaches to enhance poverty-related diseases research in sub-Saharan Africa"
"101058525";"HORIZON-INFRA-2021-DEV-01-02";"Strengthen the bilateral cooperation on research infrastructures with Africa: improving the knowledge base on climate change in Africa"
"101046084";"HORIZON-HLTH-2021-CORONA-01-01";"Vaccines & therapeutic clinical trials to boost COVID-19 prevention and treatment"
"101044637";"ERC-2021-COG";"ERC CONSOLIDATOR GRANTS"
"101039805";"ERC-2021-STG";"ERC STARTING GRANTS"
"101058785";"HORIZON-INFRA-2021-EOSC-01-04";"Innovative and customizable services for EOSC"
"101046133";"HORIZON-INFRA-2021-EMERGENCY-02";"Research infrastructure services for rapid research responses to COVID-19 and other infectious disease epidemics"
"101059498";"HORIZON-CL6-2021-CLIMATE-01-10";"EU-China international cooperation on increasing the resilience of forests"
"101039272";"ERC-2021-STG";"ERC STARTING GRANTS"
"101073474";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101073222";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101075416";"HORIZON-CL5-2021-D3-02-13";"Cost reduction of CO2 capture (new or improved technologies)"
"101061920";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101060807";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101073351";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101060133";"HORIZON-CL6-2021-ZEROPOLLUTION-01-07";"International and EU sustainability certification schemes for bio-based systems"
"101072435";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101073251";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101070014";"HORIZON-CL4-2021-HUMAN-01-05";"Trustworthy open search and discovery (RIA)"
"101061256";"HORIZON-CL2-2021-DEMOCRACY-01-03";"Feminisms for a new age of democracy"
"101073334";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101070913";"HORIZON-EIC-2021-PATHFINDERCHALLENGES-01-05";"Engineered Living Materials"
"101070212";"HORIZON-CL4-2021-HUMAN-01-24";"Tackling gender, race and other biases in AI (RIA)"
"101064585";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101060918";"HORIZON-CL2-2021-TRANSFORMATIONS-01-05";"Integration of emerging new technologies into education and training"
"101058240";"HORIZON-EIC-2021-TRANSITIONCHALLENGES-01-01";"Medical Technology and Devices: from Lab to Patient"
"101066298";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101062179";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101061497";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101063903";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101062400";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101064443";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101066405";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101068450";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101079338";"HORIZON-WIDERA-2021-ACCESS-03-01";"Twinning"
"101067869";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101079116";"HORIZON-WIDERA-2021-ACCESS-03-01";"Twinning"
"101068871";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101065819";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101062372";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101064334";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101064748";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101086250";"HORIZON-MSCA-2021-SE-01-01";"MSCA Staff Exchanges 2021"
"101065464";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101059766";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101086142";"HORIZON-MSCA-2021-SE-01-01";"MSCA Staff Exchanges 2021"
"101067663";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101067829";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101059893";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101063969";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101067490";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101062977";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101065845";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101060887";"HORIZON-CL6-2021-FARM2FORK-01-18";"One Health approach for Food Nutrition Security and Sustainable Agriculture (FNSSA)"
"101066908";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101060749";"HORIZON-CL2-2021-DEMOCRACY-01-03";"Feminisms for a new age of democracy"
"101065424";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101057482";"HORIZON-HLTH-2021-CARE-05-02";"Data-driven decision-support tools for better health care delivery and policy-making with a focus on cancer"
"101060505";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101064384";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101065866";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101057114";"HORIZON-HLTH-2021-DISEASE-04-03";"Innovative approaches to enhance poverty-related diseases research in sub-Saharan Africa"
"101064285";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101066521";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101068378";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101062459";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101066916";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101065101";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101066869";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101069576";"HORIZON-CL5-2021-D6-01-01";"More powerful and reliable on-board perception and decision-making technologies addressing complex environmental conditions (CCAM Partnership)"
"101070903";"HORIZON-EIC-2021-PATHFINDERCHALLENGES-01-02";"Tools to measure and stimulate activity in Brain Tissue"
"101066372";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101058409";"HORIZON-CL4-2021-TWIN-TRANSITION-01-03";"Laser-based technologies for green manufacturing (Photonics - Made in Europe Partnerships) (RIA)"
"101059811";"HORIZON-CL2-2021-DEMOCRACY-01-04";"Democratic politics in the EU’s neighbourhood"
"101046923";"HORIZON-EIC-2021-PATHFINDEROPEN-01-01";"EIC Pathfinder Open 2021"
"101059245";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101057189";"HORIZON-EIC-2021-TRANSITIONOPEN-01";"EIC Transition Open 2021"
"101062809";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101064835";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101067782";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101063180";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101065831";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101064023";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101065772";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101067737";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101060416";"HORIZON-MSCA-2022-CITIZENS-01-01";"European Researchers' Night 2022-2023"
"101073195";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101065631";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101066383";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101063051";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101067708";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101066396";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101058981";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101066353";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101059369";"HORIZON-WIDERA-2021-ACCESS-02-01";"Twinning Western Balkans Special"
"101063933";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101069656";"HORIZON-CL5-2021-D3-01-02";"Laying down the basis for the demonstration of a Real Time Demonstrator of Multi-Vendor Multi-Terminal HVDC with Grid Forming Capability: Coordinated action"
"101063858";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101068745";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101065824";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101059732";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101060079";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101062799";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101063568";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101065316";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101066503";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101064701";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101067861";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101061450";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101064532";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101073056";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101062626";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101066123";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101090320";"HORIZON-WIDERA-2022-TALENTS-02-01";"Fostering balanced brain circulation – ERA Fellowships"
"101065425";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101079349";"HORIZON-WIDERA-2021-ACCESS-03-01";"Twinning"
"101069028";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101069496";"HORIZON-MISS-2021-UNCAN-01-01";"Preparing UNCAN.eu, a European initiative to understand cancer"
"101067835";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101061288";"HORIZON-CL2-2021-TRANSFORMATIONS-01-04";"Addressing poor learning outcomes in basic skills and early school leaving at national, regional and local level in Europe"
"101059424";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101070666";"HORIZON-CL4-2021-HUMAN-01-26";"Workforce skills for industry 5.0 (RIA)"
"101063844";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101057389";"HORIZON-HLTH-2021-DISEASE-04-04";"Clinical validation of artificial intelligence (AI) solutions for treatment and care"
"101065357";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101052456";"HORIZON-MSCA-SNLS-2021-IBA";"HORIZON-MSCA-SNLS-2021-IBA"
"101063597";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101059607";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101062942";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101059532";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101063271";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101056826";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101063350";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101064373";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101046911";"HORIZON-EIC-2021-PATHFINDEROPEN-01-01";"EIC Pathfinder Open 2021"
"101058457";"HORIZON-CL4-2021-RESILIENCE-01-28";"Re-opening industrial sites preparatory action – Promoting a sustainable strategy for Europe’s industrial future (CSA)"
"101066772";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101061403";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101064476";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101062916";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101060995";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101063450";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101063908";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101063822";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101066352";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101067101";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101063227";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101058125";"HORIZON-EIC-2021-TRANSITIONOPEN-01";"EIC Transition Open 2021"
"101063851";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101065654";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101063972";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101066322";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101057724";"HORIZON-HLTH-2021-TOOL-06-02";"Next generation advanced therapies to treat highly prevalent and high burden diseases with unmet medical needs"
"101057649";"HORIZON-EIC-2021-TRANSITIONOPEN-01";"EIC Transition Open 2021"
"101072759";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101067141";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101063675";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101056734";"HORIZON-CL5-2021-D1-01-07";"Improved economic methods for decision-making on climate and environmental policies"
"101057250";"HORIZON-HLTH-2021-TOOL-06-02";"Next generation advanced therapies to treat highly prevalent and high burden diseases with unmet medical needs"
"101059430";"HORIZON-CL6-2021-ZEROPOLLUTION-01-06";"Increasing the environmental performance of industrial processes in bio-based sectors: construction, woodworking, textiles, pulp and paper and bio-chemicals"
"101064367";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101060487";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101064150";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101065370";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101069121";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101072758";"HORIZON-MSCA-2021-DN-01-01";"MSCA Doctoral Networks 2021"
"101068493";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101061700";"HORIZON-CL2-2021-TRANSFORMATIONS-01-07";"Upgrading Independent Knowledge on Contemporary China in Europe"
"101062754";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101068581";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101069934";"HORIZON-CL5-2021-D2-01-14";"Accelerating the climate transition in difficult contexts: transition super-labs (pilot)"
"101066639";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101058429";"HORIZON-CL4-2021-TWIN-TRANSITION-01-18";"Carbon Direct Avoidance in steel: Electricity and hydrogen-based metallurgy (Clean Steel Partnership) (IA)"
"101065163";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101057659";"HORIZON-HLTH-2021-TOOL-06-02";"Next generation advanced therapies to treat highly prevalent and high burden diseases with unmet medical needs"
"101065665";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101068760";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101064200";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
"101047081";"HORIZON-EIC-2021-PATHFINDEROPEN-01-01";"EIC Pathfinder Open 2021"
"101060320";"HORIZON-CL6-2021-BIODIV-01-21";"Impact and dependence of business on biodiversity"
"101062329";"HORIZON-MSCA-2021-PF-01-01";"MSCA Postdoctoral Fellowships 2021"
